,Price,Image URLs,Model,Year,City,year,car_type,engine_size,gear,mileage,other_details
106,10500000,"['https://kolesa-photos.kcdn.online/webp/ad/ad8fc8d4-dfe1-4030-bfd3-9be3eb9090af/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/ad/ad8fc8d4-dfe1-4030-bfd3-9be3eb9090af/2-160x120.jpg']",Mercedes-Benz Viano,2007,Актау,2007 г.,Б/у минивэн,3.5 л,КПП автомат,362 000,"бензин, черный, металлик, литые диски, тонировка, люк..."
107,3850000,"['https://kolesa-photos.kcdn.online/webp/58/58976e57-ad16-4767-85ab-9be43e501d4a/4-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/58/58976e57-ad16-4767-85ab-9be43e501d4a/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/58/58976e57-ad16-4767-85ab-9be43e501d4a/6-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/58/58976e57-ad16-4767-85ab-9be43e501d4a/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/58/58976e57-ad16-4767-85ab-9be43e501d4a/2-160x120.jpg']",Mercedes-Benz C 230,2006,Сарыагаш,2006 г.,Б/у седан,2.5 л,КПП автомат,45 000,"бензин, черный, металлик, литые диски, тонировка, люк, б..."
108,2050000,"['https://kolesa-photos.kcdn.online/webp/de/dee6e0bd-bd13-40f5-82e5-9bfd0a235272/4-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/de/dee6e0bd-bd13-40f5-82e5-9bfd0a235272/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/de/dee6e0bd-bd13-40f5-82e5-9bfd0a235272/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/de/dee6e0bd-bd13-40f5-82e5-9bfd0a235272/3-160x120.jpg']",Mercedes-Benz S 500,1996,Алматы,1996 г.,Б/у седан,5 л,КПП автомат,,"бензин, налог уплачен, техосмотр пройден, Движок коробка в идеале. На полном ход..."
109,2200000,"['https://kolesa-photos.kcdn.online/webp/b2/b299b6be-ff8c-42b0-9d5f-9bfde0211086/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/b2/b299b6be-ff8c-42b0-9d5f-9bfde0211086/1-160x120.jpg']",Mercedes-Benz E 200,1993,Жаркент,1993 г.,Б/у седан,2 л,КПП автомат,,"бензин, белый, металлик, велюр, дерево, Хорошие состояние срочно нужен деньги"
110,7300000,"['https://kolesa-photos.kcdn.online/webp/36/36d0c1ff-2ccb-4533-a767-9bfcfdbcf5a9/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/36/36d0c1ff-2ccb-4533-a767-9bfcfdbcf5a9/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/36/36d0c1ff-2ccb-4533-a767-9bfcfdbcf5a9/4-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/36/36d0c1ff-2ccb-4533-a767-9bfcfdbcf5a9/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/36/36d0c1ff-2ccb-4533-a767-9bfcfdbcf5a9/5-160x120.jpg']",Mercedes-Benz E 300,2011,Шымкент,2011 г.,Б/у седан,3.5 л,КПП автомат,226 000,"бензин, тонировка, люк, спойлер, обвес, багажник, корре..."
111,4000000,"['https://kolesa-photos.kcdn.online/webp/4c/4c104a6a-9106-413c-a9ed-9bfccc5bf8a9/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/4c/4c104a6a-9106-413c-a9ed-9bfccc5bf8a9/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/4c/4c104a6a-9106-413c-a9ed-9bfccc5bf8a9/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/4c/4c104a6a-9106-413c-a9ed-9bfccc5bf8a9/4-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/4c/4c104a6a-9106-413c-a9ed-9bfccc5bf8a9/6-160x120.jpg']",Mercedes-Benz S 500,1995,Астана,1995 г.,Б/у седан,5 л,КПП автомат,350 000,"бензин, металлик, Японец.4х ступка. Торг при осмотра мини..."
112,4400000,"['https://kolesa-photos.kcdn.online/webp/7e/7e2c5eab-ef06-4ca5-a6a5-9be240e3537a/4-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/7e/7e2c5eab-ef06-4ca5-a6a5-9be240e3537a/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/7e/7e2c5eab-ef06-4ca5-a6a5-9be240e3537a/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/7e/7e2c5eab-ef06-4ca5-a6a5-9be240e3537a/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/7e/7e2c5eab-ef06-4ca5-a6a5-9be240e3537a/5-160x120.jpg']",Mercedes-Benz E 320,1998,Караганда,1998 г.,Б/у седан,3.2 л,КПП автомат,,"бензин, серебристый, металлик, литые диски, тонировка, спойлер, ксенон, биксен..."
113,118500000,"['https://kolesa-photos.kcdn.online/webp/ca/cac19f22-1987-49ae-9baf-9bf322566c92/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/ca/cac19f22-1987-49ae-9baf-9bf322566c92/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/ca/cac19f22-1987-49ae-9baf-9bf322566c92/4-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/ca/cac19f22-1987-49ae-9baf-9bf322566c92/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/ca/cac19f22-1987-49ae-9baf-9bf322566c92/5-160x120.jpg']",Mercedes-Benz G 63 AMG,2022,Алматы,2022 г.,Б/у внедорожник,4 л,КПП автомат,10 000,"бензин, Mercedes Benz G63/AMG G manufactur — Куплен..."
114,3500000,"['https://kolesa-photos.kcdn.online/webp/79/79eb6c1e-4319-4550-bdd5-9bf2d4ba8eb5/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/79/79eb6c1e-4319-4550-bdd5-9bf2d4ba8eb5/4-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/79/79eb6c1e-4319-4550-bdd5-9bf2d4ba8eb5/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/79/79eb6c1e-4319-4550-bdd5-9bf2d4ba8eb5/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/79/79eb6c1e-4319-4550-bdd5-9bf2d4ba8eb5/5-160x120.jpg']",Mercedes-Benz E 320,1995,Шымкент,1995 г.,Б/у седан,3.2 л,КПП автомат,,"бензин, Ешка хорошо сохранен, подогрев сидений, кондиционер есть. Дерево руль...."
115,6700000,"['https://kolesa-photos.kcdn.online/webp/87/87d2c4f3-14b4-49c3-a61a-9bd9baa6a3cb/21-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/87/87d2c4f3-14b4-49c3-a61a-9bd9baa6a3cb/22-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/87/87d2c4f3-14b4-49c3-a61a-9bd9baa6a3cb/20-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/87/87d2c4f3-14b4-49c3-a61a-9bd9baa6a3cb/23-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/87/87d2c4f3-14b4-49c3-a61a-9bd9baa6a3cb/24-160x120.jpg']",Mercedes-Benz E 320,1998,Актау,1998 г.,Б/у седан,3.2 л,КПП автомат,126 000,"бензин, Двигатель 112 ый v — образный. Кузов в родной к..."
116,3000000,['//kolesa.kz/static/frontend/images/stubs/noPhoto_160x120.svg'],Mercedes-Benz C 220,1994,Талгар,1994 г.,Б/у седан,2.2 л,КПП автомат,400 000,"бензин, белый, литые диски, тонировка, корректор фар, о..."
117,2200000,"['https://kolesa-photos.kcdn.online/webp/87/87ef09a9-fe97-4a97-972b-9bab2ee6f986/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/87/87ef09a9-fe97-4a97-972b-9bab2ee6f986/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/87/87ef09a9-fe97-4a97-972b-9bab2ee6f986/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/87/87ef09a9-fe97-4a97-972b-9bab2ee6f986/4-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/87/87ef09a9-fe97-4a97-972b-9bab2ee6f986/5-160x120.jpg']",Mercedes-Benz S 300,1991,Туркестан,1991 г.,Б/у седан,3.2 л,КПП автомат,,"бензин, белый, Механика жағдайы жақсы"
118,1000000,"['https://kolesa-photos.kcdn.online/webp/e0/e0c199e0-9799-4682-bba0-9bfebe1dd5db/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/e0/e0c199e0-9799-4682-bba0-9bfebe1dd5db/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/e0/e0c199e0-9799-4682-bba0-9bfebe1dd5db/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/e0/e0c199e0-9799-4682-bba0-9bfebe1dd5db/4-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/e0/e0c199e0-9799-4682-bba0-9bfebe1dd5db/5-160x120.jpg']",Mercedes-Benz 190,1989,Алматы,1989 г.,Б/у седан,2 л,КПП механика,,бензин
119,35000000,"['https://kolesa-photos.kcdn.online/webp/79/790ec4a0-eefd-466f-b179-9bf437b3be4e/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/79/790ec4a0-eefd-466f-b179-9bf437b3be4e/4-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/79/790ec4a0-eefd-466f-b179-9bf437b3be4e/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/79/790ec4a0-eefd-466f-b179-9bf437b3be4e/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/79/790ec4a0-eefd-466f-b179-9bf437b3be4e/5-160x120.jpg']",Mercedes-Benz S 500,2014,Алматы,2014 г.,Б/у купе,4.7 л,КПП автомат,71 000,"бензин, серый, Весь автомобиль в бронепленке. 6 из 6 кноп..."
120,1500000,"['https://kolesa-photos.kcdn.online/webp/aa/aac1f9ee-710f-4b3c-87f0-9abac71302ce/18-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/aa/aac1f9ee-710f-4b3c-87f0-9abac71302ce/17-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/aa/aac1f9ee-710f-4b3c-87f0-9abac71302ce/19-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/aa/aac1f9ee-710f-4b3c-87f0-9abac71302ce/20-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/aa/aac1f9ee-710f-4b3c-87f0-9abac71302ce/22-160x120.jpg']",Mercedes-Benz E 230,1991,Талгар,1991 г.,Б/у седан,2.3 л,КПП автомат,441,"бензин, голубой, металлик, литые диски, тонировка, люк, баг..."
121,2999999,"['https://kolesa-photos.kcdn.online/webp/8c/8c3e680e-4bba-4d83-ab6c-9beaea8ef628/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/8c/8c3e680e-4bba-4d83-ab6c-9beaea8ef628/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/8c/8c3e680e-4bba-4d83-ab6c-9beaea8ef628/4-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/8c/8c3e680e-4bba-4d83-ab6c-9beaea8ef628/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/8c/8c3e680e-4bba-4d83-ab6c-9beaea8ef628/6-160x120.jpg']",Mercedes-Benz E 200,1998,Караганда,1998 г.,Б/у седан,2 л,КПП механика,450 000,"бензин, черный, литые диски, тонировка, люк, ксенон, дне..."
122,2200000,"['https://kolesa-photos.kcdn.online/webp/56/56801dab-5011-4be9-93c1-9bfe779a6cfa/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/56/56801dab-5011-4be9-93c1-9bfe779a6cfa/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/56/56801dab-5011-4be9-93c1-9bfe779a6cfa/4-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/56/56801dab-5011-4be9-93c1-9bfe779a6cfa/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/56/56801dab-5011-4be9-93c1-9bfe779a6cfa/5-160x120.jpg']",Mercedes-Benz E 320,1993,Тургень (Енбекшиказахский р-н),1993 г.,Б/у седан,3.2 л,КПП автомат,,"бензин, голубой, Обмен жок срочно акша керек"
123,3250000,"['https://kolesa-photos.kcdn.online/webp/18/18bfca8b-1e08-4e99-a280-9be6929635b4/4-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/18/18bfca8b-1e08-4e99-a280-9be6929635b4/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/18/18bfca8b-1e08-4e99-a280-9be6929635b4/5-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/18/18bfca8b-1e08-4e99-a280-9be6929635b4/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/18/18bfca8b-1e08-4e99-a280-9be6929635b4/6-160x120.jpg']",Mercedes-Benz B 180,2010,Актобе,2010 г.,Б/у хэтчбек,2 л,КПП вариатор,86,"газ-бензин, бежевый, тонировка, багажник, противотуманки, о..."
124,2950000,"['https://kolesa-photos.kcdn.online/webp/4e/4e99123f-c581-4b62-aac7-9be64d93f417/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/4e/4e99123f-c581-4b62-aac7-9be64d93f417/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/4e/4e99123f-c581-4b62-aac7-9be64d93f417/4-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/4e/4e99123f-c581-4b62-aac7-9be64d93f417/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/4e/4e99123f-c581-4b62-aac7-9be64d93f417/5-160x120.jpg']",Mercedes-Benz E 220,1993,Астана,1993 г.,Б/у седан,2.2 л,КПП автомат,,"бензин, Машина продается в рассрочку (рассрочка, аренда с последующим выкупом)..."
125,12500000,"['https://kolesa-photos.kcdn.online/webp/ca/cad48da6-3708-436f-998c-995eaa2a8058/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/ca/cad48da6-3708-436f-998c-995eaa2a8058/16-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/ca/cad48da6-3708-436f-998c-995eaa2a8058/14-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/ca/cad48da6-3708-436f-998c-995eaa2a8058/15-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/ca/cad48da6-3708-436f-998c-995eaa2a8058/17-160x120.jpg']",Mercedes-Benz Viano,2012,Алматы,2012 г.,Б/у минивэн,3.5 л,КПП автомат,120 000,"бензин, серебристый, тонировка, ксенон, линзованная о..."
126,2300000,"['https://kolesa-photos.kcdn.online/webp/75/75042bc7-49f2-4c9a-95ad-9be17429f0e2/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/75/75042bc7-49f2-4c9a-95ad-9be17429f0e2/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/75/75042bc7-49f2-4c9a-95ad-9be17429f0e2/4-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/75/75042bc7-49f2-4c9a-95ad-9be17429f0e2/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/75/75042bc7-49f2-4c9a-95ad-9be17429f0e2/5-160x120.jpg']",Mercedes-Benz C 280,1994,Алматы,1994 г.,Б/у седан,2.8 л,КПП автомат,333 333,"бензин, металлик, Машина Жаксы Журып тур"
127,8000000,"['https://kolesa-photos.kcdn.online/webp/13/1364896c-8412-4f65-beab-9b87bc89688b/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/13/1364896c-8412-4f65-beab-9b87bc89688b/4-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/13/1364896c-8412-4f65-beab-9b87bc89688b/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/13/1364896c-8412-4f65-beab-9b87bc89688b/6-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/13/1364896c-8412-4f65-beab-9b87bc89688b/7-160x120.jpg']",Mercedes-Benz GL 420,2007,Караганда,2007 г.,Б/у внедорожник,4 л,КПП автомат,330 000,"дизель, серебристый, металлик, литые диски, тониров..."
128,48000000,"['https://kolesa-photos.kcdn.online/webp/68/681ae68b-2a18-4e12-b81b-9b2791b6fc9c/4-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/68/681ae68b-2a18-4e12-b81b-9b2791b6fc9c/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/68/681ae68b-2a18-4e12-b81b-9b2791b6fc9c/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/68/681ae68b-2a18-4e12-b81b-9b2791b6fc9c/1-160x120.jpg']",Mercedes-Benz S 450,2018,Алматы,2018 г.,Б/у седан,3 л,КПП автомат,48 000,"бензин, черный, В идеальном состоянии. Никаких вложений не..."
129,1700000,"['https://kolesa-photos.kcdn.online/webp/d0/d0763993-9a63-44e1-b8a7-9bfa04471165/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/d0/d0763993-9a63-44e1-b8a7-9bfa04471165/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/d0/d0763993-9a63-44e1-b8a7-9bfa04471165/3-160x120.jpg']",Mercedes-Benz E 280,1996,Алматы,1996 г.,Б/у седан,2.8 л,КПП автомат,250 000,"бензин, черный, велюр, кондиционер, 2, 8 плита матор, п..."
130,12000000,"['https://kolesa-photos.kcdn.online/webp/a6/a6cba263-ebe8-4c6e-8bea-9b8a266aca75/7-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/a6/a6cba263-ebe8-4c6e-8bea-9b8a266aca75/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/a6/a6cba263-ebe8-4c6e-8bea-9b8a266aca75/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/a6/a6cba263-ebe8-4c6e-8bea-9b8a266aca75/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/a6/a6cba263-ebe8-4c6e-8bea-9b8a266aca75/4-160x120.jpg']",Mercedes-Benz Sprinter,2009,Астана,2009 г.,Б/у микроавтобус,4.3 л,КПП механика,,"газ-бензин, белый, литые диски, тонировка, люк, велюр, шторки, кондици..."
131,4700000,"['https://kolesa-photos.kcdn.online/webp/9b/9b68e429-d026-4cbd-ace2-9bf80b933293/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/9b/9b68e429-d026-4cbd-ace2-9bf80b933293/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/9b/9b68e429-d026-4cbd-ace2-9bf80b933293/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/9b/9b68e429-d026-4cbd-ace2-9bf80b933293/4-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/9b/9b68e429-d026-4cbd-ace2-9bf80b933293/5-160x120.jpg']",Mercedes-Benz E 350,2005,Алматы,2005 г.,Б/у седан,3.5 л,КПП автомат,,"бензин, Очень резвый 211 практически весь в родной краске. Местами слез лак. Н..."
132,105000000,"['https://kolesa-photos.kcdn.online/webp/e7/e70f5127-1b25-4d34-bdd1-9bf3d9f9901e/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/e7/e70f5127-1b25-4d34-bdd1-9bf3d9f9901e/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/e7/e70f5127-1b25-4d34-bdd1-9bf3d9f9901e/4-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/e7/e70f5127-1b25-4d34-bdd1-9bf3d9f9901e/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/e7/e70f5127-1b25-4d34-bdd1-9bf3d9f9901e/5-160x120.jpg']",Mercedes-Benz SL 420,2023,Алматы,2023 г.,Б/у родстер,2 л,КПП автомат,9 000,"бензин, серый, металлик, литые диски, спойлер, обвес, хру..."
133,2000000,"['https://kolesa-photos.kcdn.online/webp/ec/ec09f6ae-325f-44db-9512-9bf3bc14a4ea/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/ec/ec09f6ae-325f-44db-9512-9bf3bc14a4ea/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/ec/ec09f6ae-325f-44db-9512-9bf3bc14a4ea/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/ec/ec09f6ae-325f-44db-9512-9bf3bc14a4ea/4-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/ec/ec09f6ae-325f-44db-9512-9bf3bc14a4ea/5-160x120.jpg']",Mercedes-Benz E 200,1993,Кызылорда,1993 г.,Б/у седан,2 л,КПП механика,123 456,"бензин, черный, велюр, Саудасы бар обмен караймын универ..."
134,5500000,"['https://kolesa-photos.kcdn.online/webp/3d/3d73c569-28fa-43e5-aa3e-9bf26bd5e847/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/3d/3d73c569-28fa-43e5-aa3e-9bf26bd5e847/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/3d/3d73c569-28fa-43e5-aa3e-9bf26bd5e847/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/3d/3d73c569-28fa-43e5-aa3e-9bf26bd5e847/4-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/3d/3d73c569-28fa-43e5-aa3e-9bf26bd5e847/5-160x120.jpg']",Mercedes-Benz E 320,2004,Актобе,2004 г.,Б/у седан,3.2 л,КПП автомат,400 000,"бензин, металлик, литые диски, тонировка, люк, кожа, кл..."
135,27000000,"['https://kolesa-photos.kcdn.online/webp/ec/ec7f2d75-aa10-4891-b48a-9bf24cf4bf0b/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/ec/ec7f2d75-aa10-4891-b48a-9bf24cf4bf0b/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/ec/ec7f2d75-aa10-4891-b48a-9bf24cf4bf0b/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/ec/ec7f2d75-aa10-4891-b48a-9bf24cf4bf0b/4-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/ec/ec7f2d75-aa10-4891-b48a-9bf24cf4bf0b/5-160x120.jpg']",Mercedes-Benz G 55 AMG,2011,Астана,2011 г.,Б/у внедорожник,5.5 л,КПП автомат,114 000,"бензин, черный, литые диски, люк, спойлер, обвес, ..."
136,3300000,"['https://kolesa-photos.kcdn.online/webp/a1/a162dddd-a35f-4b2a-bf3b-9bf1d1a14a1d/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/a1/a162dddd-a35f-4b2a-bf3b-9bf1d1a14a1d/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/a1/a162dddd-a35f-4b2a-bf3b-9bf1d1a14a1d/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/a1/a162dddd-a35f-4b2a-bf3b-9bf1d1a14a1d/4-160x120.jpg']",Mercedes-Benz S 320,1997,Тараз,1997 г.,Б/у седан,3.2 л,КПП автомат,830 998,"бензин, белый, литые диски, тонировка, люк, багажник, д..."
137,9000000,['//kolesa.kz/static/frontend/images/stubs/noPhoto_160x120.svg'],Mercedes-Benz E 430,2001,Шымкент,2001 г.,Б/у седан,4.3 л,КПП автомат,,"бензин, серебристый, металлик, литые диски, тонировка, люк, ксенон, биксенон, ..."
138,2700000,"['https://kolesa-photos.kcdn.online/webp/61/6142c63e-9c99-4e35-ae17-9b9b6f543ff2/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/61/6142c63e-9c99-4e35-ae17-9b9b6f543ff2/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/61/6142c63e-9c99-4e35-ae17-9b9b6f543ff2/6-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/61/6142c63e-9c99-4e35-ae17-9b9b6f543ff2/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/61/6142c63e-9c99-4e35-ae17-9b9b6f543ff2/4-160x120.jpg']",Mercedes-Benz E 280,1993,Шымкент,1993 г.,Б/у седан,2.8 л,КПП автомат,211 000,"бензин, серебристый, металлик, тонировка, люк, велюр, д..."
139,2000000,['https://kolesa-photos.kcdn.online/webp/53/5383c2a2-d248-4340-a010-9bfeba234035/1-160x120.jpg'],Mercedes-Benz E 240,2000,Астана,2000 г.,Б/у седан,2.4 л,КПП механика,,"бензин, серый, литые диски, тонировка, климат-контроль, ГУР, ABS, SRS, зимний..."
140,17000000,"['https://kolesa-photos.kcdn.online/webp/d2/d2697d38-c47f-443b-9b9d-9b8605288e6c/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/d2/d2697d38-c47f-443b-9b9d-9b8605288e6c/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/d2/d2697d38-c47f-443b-9b9d-9b8605288e6c/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/d2/d2697d38-c47f-443b-9b9d-9b8605288e6c/4-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/d2/d2697d38-c47f-443b-9b9d-9b8605288e6c/5-160x120.jpg']",Mercedes-Benz A 220,2019,Алматы,2019 г.,Б/у хэтчбек,2 л,КПП робот,,"бензин, синий, литые диски, тонировка, алькантара, комбинированный, аудиосистема..."
141,4000000,"['https://kolesa-photos.kcdn.online/webp/be/beca04bc-48bd-4d63-b848-9bebe689235f/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/be/beca04bc-48bd-4d63-b848-9bebe689235f/4-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/be/beca04bc-48bd-4d63-b848-9bebe689235f/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/be/beca04bc-48bd-4d63-b848-9bebe689235f/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/be/beca04bc-48bd-4d63-b848-9bebe689235f/5-160x120.jpg']",Mercedes-Benz S 500,2000,Алматы,2000 г.,Б/у седан,5 л,КПП автомат,,"бензин, черный, металлик, Машина в отличном состоянии, матор каропка работает от..."
142,5500000,"['https://kolesa-photos.kcdn.online/webp/90/907938ee-accb-4ba0-81b9-999b3e5f7e0a/13-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/90/907938ee-accb-4ba0-81b9-999b3e5f7e0a/22-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/90/907938ee-accb-4ba0-81b9-999b3e5f7e0a/18-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/90/907938ee-accb-4ba0-81b9-999b3e5f7e0a/14-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/90/907938ee-accb-4ba0-81b9-999b3e5f7e0a/15-160x120.jpg']",Mercedes-Benz E 320,1988,Астана,1988 г.,Б/у универсал,3.2 л,КПП автомат,155 000,"бензин, черный, металлик, литые диски, тонировка, л..."
143,8000000,"['https://kolesa-photos.kcdn.online/webp/78/7806e181-d14b-410e-b10b-9bb477753948/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/78/7806e181-d14b-410e-b10b-9bb477753948/4-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/78/7806e181-d14b-410e-b10b-9bb477753948/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/78/7806e181-d14b-410e-b10b-9bb477753948/5-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/78/7806e181-d14b-410e-b10b-9bb477753948/6-160x120.jpg']",Mercedes-Benz E 200,2009,Тараз,2009 г.,Б/у седан,1.8 л,КПП автомат,,"бензин, черный, металлик, литые диски, тонировка, ксенон, биксенон, хрустальна..."
