,Price,Image URLs,Model,Year,City,year,car_type,engine_size,gear,mileage,other_details
0,950000,"['https://kolesa-photos.kcdn.online/webp/13/1335fb04-47d1-458a-a2fc-9bf674cf108b/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/13/1335fb04-47d1-458a-a2fc-9bf674cf108b/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/13/1335fb04-47d1-458a-a2fc-9bf674cf108b/4-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/13/1335fb04-47d1-458a-a2fc-9bf674cf108b/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/13/1335fb04-47d1-458a-a2fc-9bf674cf108b/5-160x120.jpg']",Mercedes-Benz 190,1993,Шиели,1993 г.,Б/у седан,2 л,КПП механика,111,"бензин, черный, металлик, Обмен бар"
1,2800000,"['https://kolesa-photos.kcdn.online/webp/e5/e5c28761-c2e7-4981-bf05-9bfeec5ad65c/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/e5/e5c28761-c2e7-4981-bf05-9bfeec5ad65c/4-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/e5/e5c28761-c2e7-4981-bf05-9bfeec5ad65c/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/e5/e5c28761-c2e7-4981-bf05-9bfeec5ad65c/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/e5/e5c28761-c2e7-4981-bf05-9bfeec5ad65c/5-160x120.jpg']",Mercedes-Benz E 230,1997,Караганда,1997 г.,Б/у универсал,2.3 л,КПП механика,,"бензин, металлик, литые диски, тонировка, люк, обвес, велюр, дерево, ауди..."
2,24500000,"['https://kolesa-photos.kcdn.online/webp/03/03844c6e-c8b2-4d55-934b-9bf8e54ae2e4/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/03/03844c6e-c8b2-4d55-934b-9bf8e54ae2e4/4-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/03/03844c6e-c8b2-4d55-934b-9bf8e54ae2e4/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/03/03844c6e-c8b2-4d55-934b-9bf8e54ae2e4/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/03/03844c6e-c8b2-4d55-934b-9bf8e54ae2e4/6-160x120.jpg']",Mercedes-Benz G 55 AMG,2010,Алматы,2010 г.,Б/у внедорожник,5.5 л,КПП автомат,,"бензин, черный, металлик, ксенон, биксенон, хрустальная оптика, линзован..."
3,8500000,"['https://kolesa-photos.kcdn.online/webp/ef/ef8b72b1-ec4f-4b0c-a680-9bf491ffee44/26-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/ef/ef8b72b1-ec4f-4b0c-a680-9bf491ffee44/27-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/ef/ef8b72b1-ec4f-4b0c-a680-9bf491ffee44/29-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/ef/ef8b72b1-ec4f-4b0c-a680-9bf491ffee44/28-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/ef/ef8b72b1-ec4f-4b0c-a680-9bf491ffee44/30-160x120.jpg']",Mercedes-Benz S 500,2007,Алматы,2007 г.,Б/у седан,5.5 л,КПП автомат,217 000,"бензин, серебристый, металлик, литые диски, тонировка, ..."
4,8000000,"['https://kolesa-photos.kcdn.online/webp/3f/3fef9120-3e2c-45b2-8fea-9bec6b24ae44/4-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/3f/3fef9120-3e2c-45b2-8fea-9bec6b24ae44/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/3f/3fef9120-3e2c-45b2-8fea-9bec6b24ae44/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/3f/3fef9120-3e2c-45b2-8fea-9bec6b24ae44/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/3f/3fef9120-3e2c-45b2-8fea-9bec6b24ae44/8-160x120.jpg']",Mercedes-Benz ML 350,2010,Жанаозен,2010 г.,Б/у внедорожник,3.5 л,КПП автомат,295 000,"бензин, серый, металлик, литые диски, тонировка, ..."
5,20000000,"['https://kolesa-photos.kcdn.online/webp/47/47b3b544-ee64-40d7-b9bf-9bf4e5bd9a50/15-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/47/47b3b544-ee64-40d7-b9bf-9bf4e5bd9a50/13-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/47/47b3b544-ee64-40d7-b9bf-9bf4e5bd9a50/14-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/47/47b3b544-ee64-40d7-b9bf-9bf4e5bd9a50/16-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/47/47b3b544-ee64-40d7-b9bf-9bf4e5bd9a50/2-160x120.jpg']",Mercedes-Benz CLA 200,2020,Алматы,2020 г.,Б/у седан,1.3 л,КПП робот,,"бензин, черный, AMG пакет, вся в родной краске, все стекла родные, в отличном со..."
6,3800000,"['https://kolesa-photos.kcdn.online/webp/4b/4bd8da16-ef42-4235-90a8-9bdda62d1395/10-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/4b/4bd8da16-ef42-4235-90a8-9bdda62d1395/11-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/4b/4bd8da16-ef42-4235-90a8-9bdda62d1395/13-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/4b/4bd8da16-ef42-4235-90a8-9bdda62d1395/14-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/4b/4bd8da16-ef42-4235-90a8-9bdda62d1395/12-160x120.jpg']",Mercedes-Benz E 280,1998,Шымкент,1998 г.,Б/у седан,2.8 л,КПП автомат,222 222,"бензин, фиолетовый, металлик, литые диски, ксенон, бикс..."
7,7900000,"['https://kolesa-photos.kcdn.online/webp/e0/e0b7e584-7b19-46eb-83ec-c09506a1dbd4/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/e0/e0b7e584-7b19-46eb-83ec-c09506a1dbd4/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/e0/e0b7e584-7b19-46eb-83ec-c09506a1dbd4/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/e0/e0b7e584-7b19-46eb-83ec-c09506a1dbd4/4-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/e0/e0b7e584-7b19-46eb-83ec-c09506a1dbd4/5-160x120.jpg']",Mercedes-Benz ML 350,2009,Алматы,2009 г.,Б/у внедорожник,3 л,КПП автомат,255 000,"дизель, бордовый, литые диски, тонировка, ксенон, о..."
8,4000000,"['https://kolesa-photos.kcdn.online/webp/01/016dbd6b-df1e-4dbe-8c04-9be0914ba444/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/01/016dbd6b-df1e-4dbe-8c04-9be0914ba444/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/01/016dbd6b-df1e-4dbe-8c04-9be0914ba444/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/01/016dbd6b-df1e-4dbe-8c04-9be0914ba444/4-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/01/016dbd6b-df1e-4dbe-8c04-9be0914ba444/5-160x120.jpg']",Mercedes-Benz S 500,2002,Алматы,2002 г.,Б/у седан,5 л,КПП автомат,230 000,"бензин, черный, металлик, литые диски, тонировка, люк, кс..."
9,2500000,"['https://kolesa-photos.kcdn.online/webp/67/67c5d06c-8613-4403-a573-9bfeecd65075/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/67/67c5d06c-8613-4403-a573-9bfeecd65075/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/67/67c5d06c-8613-4403-a573-9bfeecd65075/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/67/67c5d06c-8613-4403-a573-9bfeecd65075/4-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/67/67c5d06c-8613-4403-a573-9bfeecd65075/5-160x120.jpg']",Mercedes-Benz E 230,1992,Алматы,1992 г.,Б/у седан,2.3 л,КПП автомат,,"бензин, черный, металлик, литые диски, тонировка, люк, дневные ходовые огни, п..."
10,20000000,"['https://kolesa-photos.kcdn.online/webp/3b/3bd9265f-81f7-4f2e-8bf2-9950f799fcb5/18-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/3b/3bd9265f-81f7-4f2e-8bf2-9950f799fcb5/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/3b/3bd9265f-81f7-4f2e-8bf2-9950f799fcb5/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/3b/3bd9265f-81f7-4f2e-8bf2-9950f799fcb5/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/3b/3bd9265f-81f7-4f2e-8bf2-9950f799fcb5/4-160x120.jpg']",Mercedes-Benz S 600,2000,Алматы,2000 г.,Б/у седан,5.8 л,КПП автомат,220 000,"бензин, черный, литые диски, тонировка, биксенон, хруст..."
11,2400000,"['https://kolesa-photos.kcdn.online/webp/5a/5a610fb7-12f8-4e56-af90-9bfee955b07d/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/5a/5a610fb7-12f8-4e56-af90-9bfee955b07d/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/5a/5a610fb7-12f8-4e56-af90-9bfee955b07d/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/5a/5a610fb7-12f8-4e56-af90-9bfee955b07d/4-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/5a/5a610fb7-12f8-4e56-af90-9bfee955b07d/5-160x120.jpg']",Mercedes-Benz E 230,1990,Алматы,1990 г.,Б/у седан,2.3 л,КПП автомат,,"бензин, белый, металлик, литые диски, тонировка, люк, дневные ходовые огни, пр..."
12,12000000,"['https://kolesa-photos.kcdn.online/webp/2d/2dc24b16-5b20-414f-a440-9bfa2b85e13a/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/2d/2dc24b16-5b20-414f-a440-9bfa2b85e13a/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/2d/2dc24b16-5b20-414f-a440-9bfa2b85e13a/4-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/2d/2dc24b16-5b20-414f-a440-9bfa2b85e13a/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/2d/2dc24b16-5b20-414f-a440-9bfa2b85e13a/5-160x120.jpg']",Mercedes-Benz Viano,2011,Алматы,2011 г.,Б/у минивэн,3.7 л,КПП автомат,480 000,"бензин, серый, металлик, литые диски, тонировка, рейл..."
13,3300000,"['https://kolesa-photos.kcdn.online/webp/37/379d76fb-4d92-4f53-808f-9baf6d0ca1c7/11-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/37/379d76fb-4d92-4f53-808f-9baf6d0ca1c7/10-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/37/379d76fb-4d92-4f53-808f-9baf6d0ca1c7/12-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/37/379d76fb-4d92-4f53-808f-9baf6d0ca1c7/13-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/37/379d76fb-4d92-4f53-808f-9baf6d0ca1c7/14-160x120.jpg']",Mercedes-Benz S 500,1996,Астана,1996 г.,Б/у седан,5 л,КПП автомат,215 868,"бензин, ГУР, ABS, зимний режим, Продам можно обмен с допл..."
14,28000000,"['https://kolesa-photos.kcdn.online/webp/9c/9cfb7fd9-8ff0-4727-93cb-99f99d9f1ab6/125-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/9c/9cfb7fd9-8ff0-4727-93cb-99f99d9f1ab6/124-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/9c/9cfb7fd9-8ff0-4727-93cb-99f99d9f1ab6/122-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/9c/9cfb7fd9-8ff0-4727-93cb-99f99d9f1ab6/18-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/9c/9cfb7fd9-8ff0-4727-93cb-99f99d9f1ab6/21-160x120.jpg']",Mercedes-Benz G 55 AMG,2008,Алматы,2008 г.,Б/у внедорожник,5.5 л,КПП автомат,138 000,"бензин, черный, литые диски, тонировка, люк, рейл..."
15,3000000,"['https://kolesa-photos.kcdn.online/webp/7e/7e6c1e71-69f9-4739-b3fb-9bfee3fc3594/4-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/7e/7e6c1e71-69f9-4739-b3fb-9bfee3fc3594/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/7e/7e6c1e71-69f9-4739-b3fb-9bfee3fc3594/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/7e/7e6c1e71-69f9-4739-b3fb-9bfee3fc3594/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/7e/7e6c1e71-69f9-4739-b3fb-9bfee3fc3594/5-160x120.jpg']",Mercedes-Benz C 200,1996,Астана,1996 г.,Б/у седан,2 л,КПП механика,400 000,"бензин, зеленый, металлик, литые диски, люк, велюр, штор..."
16,9000000,"['https://kolesa-photos.kcdn.online/webp/69/696e1b59-136a-4aec-8581-9bfee60391ff/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/69/696e1b59-136a-4aec-8581-9bfee60391ff/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/69/696e1b59-136a-4aec-8581-9bfee60391ff/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/69/696e1b59-136a-4aec-8581-9bfee60391ff/4-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/69/696e1b59-136a-4aec-8581-9bfee60391ff/6-160x120.jpg']",Mercedes-Benz S 500,2007,Алматы,2007 г.,Б/у седан,5.5 л,КПП автомат,,"бензин, Вариант обмен интересен Предлагайте"
17,12830000,"['https://kolesa-photos.kcdn.online/webp/02/023e44bd-42f5-4b09-afd2-9bfbc847e4c6/11-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/02/023e44bd-42f5-4b09-afd2-9bfbc847e4c6/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/02/023e44bd-42f5-4b09-afd2-9bfbc847e4c6/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/02/023e44bd-42f5-4b09-afd2-9bfbc847e4c6/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/02/023e44bd-42f5-4b09-afd2-9bfbc847e4c6/4-160x120.jpg']",Mercedes-Benz CL 500,2007,Алматы,2007 г.,Б/у купе,5.5 л,КПП автомат,,"бензин, серый, металлик, Состояние отличное Обслуживается в Mega Motors Вариант..."
18,6500000,"['https://kolesa-photos.kcdn.online/webp/9d/9d474d7b-32bb-4a6a-8758-9ba1c6dc616e/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/9d/9d474d7b-32bb-4a6a-8758-9ba1c6dc616e/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/9d/9d474d7b-32bb-4a6a-8758-9ba1c6dc616e/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/9d/9d474d7b-32bb-4a6a-8758-9ba1c6dc616e/4-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/9d/9d474d7b-32bb-4a6a-8758-9ba1c6dc616e/5-160x120.jpg']",Mercedes-Benz Sprinter,2003,Шымкент,2003 г.,Б/у фургон,2.2 л,КПП механика,,"дизель, ABS, налог уплачен, техосмотр пройден, Mercedes sprinter двухскатный..."
19,5500000,"['https://kolesa-photos.kcdn.online/webp/ce/cefb485e-a657-417a-baaf-9be814f198df/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/ce/cefb485e-a657-417a-baaf-9be814f198df/4-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/ce/cefb485e-a657-417a-baaf-9be814f198df/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/ce/cefb485e-a657-417a-baaf-9be814f198df/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/ce/cefb485e-a657-417a-baaf-9be814f198df/5-160x120.jpg']",Mercedes-Benz E 320,2003,Астана,2003 г.,Б/у седан,3.2 л,КПП автомат,366 046,"бензин, серебристый, металлик, литые диски, тонировка, ..."
20,110000000,"['https://kolesa-photos.kcdn.online/webp/17/179f1fcb-ce6a-47ac-b289-9bfc195db168/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/17/179f1fcb-ce6a-47ac-b289-9bfc195db168/5-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/17/179f1fcb-ce6a-47ac-b289-9bfc195db168/8-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/17/179f1fcb-ce6a-47ac-b289-9bfc195db168/11-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/17/179f1fcb-ce6a-47ac-b289-9bfc195db168/9-160x120.jpg']",Mercedes-Benz G 63 AMG,2024,Алматы,2024 г.,На заказ,4 л,КПП автомат,,"новый внедорожник, бензин"
21,26500000,"['https://kolesa-photos.kcdn.online/webp/e7/e75c5c5c-affa-449e-9b22-9bae0bc61d70/88-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/e7/e75c5c5c-affa-449e-9b22-9bae0bc61d70/45-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/e7/e75c5c5c-affa-449e-9b22-9bae0bc61d70/47-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/e7/e75c5c5c-affa-449e-9b22-9bae0bc61d70/44-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/e7/e75c5c5c-affa-449e-9b22-9bae0bc61d70/46-160x120.jpg']",Mercedes-Benz GL 63 AMG,2013,Астана,2013 г.,Б/у внедорожник,5.5 л,КПП автомат,94 000,"бензин, белый, литые диски, тонировка, люк, панора..."
22,8800000,"['https://kolesa-photos.kcdn.online/webp/b9/b986f4bb-bfaa-40c9-9f82-9bf85945cffe/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/b9/b986f4bb-bfaa-40c9-9f82-9bf85945cffe/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/b9/b986f4bb-bfaa-40c9-9f82-9bf85945cffe/4-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/b9/b986f4bb-bfaa-40c9-9f82-9bf85945cffe/5-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/b9/b986f4bb-bfaa-40c9-9f82-9bf85945cffe/6-160x120.jpg']",Mercedes-Benz S 320,1998,Алматы,1998 г.,Б/у седан,3.2 л,КПП автомат,266 000,"бензин, синий, металлик, литые диски, тонировка, багажн..."
23,65000000,"['https://kolesa-photos.kcdn.online/webp/32/32ea1672-ff62-4738-bf87-9bfa178e70ee/60-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/32/32ea1672-ff62-4738-bf87-9bfa178e70ee/59-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/32/32ea1672-ff62-4738-bf87-9bfa178e70ee/62-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/32/32ea1672-ff62-4738-bf87-9bfa178e70ee/57-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/32/32ea1672-ff62-4738-bf87-9bfa178e70ee/58-160x120.jpg']",Mercedes-Benz GLE 53 AMG,2021,Алматы,2021 г.,Б/у кроссовер,3 л,КПП автомат,22 000,"бензин, серый, металлик, литые диски, тонировка, люк, ..."
24,7500000,"['https://kolesa-photos.kcdn.online/webp/23/2360e5f4-300f-4096-aec6-9bd60dada6f5/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/23/2360e5f4-300f-4096-aec6-9bd60dada6f5/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/23/2360e5f4-300f-4096-aec6-9bd60dada6f5/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/23/2360e5f4-300f-4096-aec6-9bd60dada6f5/4-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/23/2360e5f4-300f-4096-aec6-9bd60dada6f5/5-160x120.jpg']",Mercedes-Benz ML 350,2007,Тараз,2007 г.,Б/у внедорожник,3.5 л,КПП автомат,273 000,"бензин, Налог 50.000 тенге. По докам 3, 5 объём...."
25,1500000,"['https://kolesa-photos.kcdn.online/webp/b8/b8a5cdc6-5317-4ffa-9285-9bfed954d3ac/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/b8/b8a5cdc6-5317-4ffa-9285-9bfed954d3ac/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/b8/b8a5cdc6-5317-4ffa-9285-9bfed954d3ac/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/b8/b8a5cdc6-5317-4ffa-9285-9bfed954d3ac/4-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/b8/b8a5cdc6-5317-4ffa-9285-9bfed954d3ac/5-160x120.jpg']",Mercedes-Benz S 260,1991,Ават (Енбекшиказахский р-н),1991 г.,Б/у седан,2.6 л,КПП механика,,"бензин, серый, Май жемейді, каровка теппейді, мінесіңде кетесің"
26,15500000,"['https://kolesa-photos.kcdn.online/webp/8d/8d0326f3-8843-4435-80f2-9bc5d3fb2c79/9-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/8d/8d0326f3-8843-4435-80f2-9bc5d3fb2c79/7-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/8d/8d0326f3-8843-4435-80f2-9bc5d3fb2c79/8-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/8d/8d0326f3-8843-4435-80f2-9bc5d3fb2c79/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/8d/8d0326f3-8843-4435-80f2-9bc5d3fb2c79/6-160x120.jpg']",Mercedes-Benz C 180,2018,Алматы,2018 г.,Б/у седан,1.6 л,КПП автомат,70 000,"бензин, черный, C43 AMG — полный обвес оригинал! Рестайл..."
27,11500000,"['https://kolesa-photos.kcdn.online/webp/b4/b4617f46-773d-48df-ae80-9bfedc6b25a4/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/b4/b4617f46-773d-48df-ae80-9bfedc6b25a4/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/b4/b4617f46-773d-48df-ae80-9bfedc6b25a4/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/b4/b4617f46-773d-48df-ae80-9bfedc6b25a4/4-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/b4/b4617f46-773d-48df-ae80-9bfedc6b25a4/5-160x120.jpg']",Mercedes-Benz E 200,2014,Астана,2014 г.,Б/у купе,2 л,КПП автомат,114 000,"бензин, черный, Авто в отличном состоянии! 1 хозяин, вложе..."
28,13500000,"['https://kolesa-photos.kcdn.online/webp/e6/e629b669-069d-476d-a967-9b2b0fe3e363/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/e6/e629b669-069d-476d-a967-9b2b0fe3e363/4-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/e6/e629b669-069d-476d-a967-9b2b0fe3e363/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/e6/e629b669-069d-476d-a967-9b2b0fe3e363/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/e6/e629b669-069d-476d-a967-9b2b0fe3e363/7-160x120.jpg']",Mercedes-Benz S 500,2007,Алматы,2007 г.,Б/у седан,5.5 л,КПП автомат,59 000,"бензин, черный, металлик, кожа, дерево, комбинированный, ..."
29,90000000,"['https://kolesa-photos.kcdn.online/webp/ca/cabecc8e-eff2-4d9c-998f-9b4e1a5c89df/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/ca/cabecc8e-eff2-4d9c-998f-9b4e1a5c89df/4-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/ca/cabecc8e-eff2-4d9c-998f-9b4e1a5c89df/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/ca/cabecc8e-eff2-4d9c-998f-9b4e1a5c89df/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/ca/cabecc8e-eff2-4d9c-998f-9b4e1a5c89df/5-160x120.jpg']",Mercedes-Benz S 500,2021,Алматы,2021 г.,Б/у седан,3 л,КПП автомат,25 800,"бензин, белый, металлик, Полная комплектация S500 в оригин..."
30,1700000,"['https://kolesa-photos.kcdn.online/webp/01/01876489-56b6-41ae-90de-9bfeda4e682e/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/01/01876489-56b6-41ae-90de-9bfeda4e682e/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/01/01876489-56b6-41ae-90de-9bfeda4e682e/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/01/01876489-56b6-41ae-90de-9bfeda4e682e/4-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/01/01876489-56b6-41ae-90de-9bfeda4e682e/5-160x120.jpg']",Mercedes-Benz E 230,1990,Шымкент,1990 г.,Б/у седан,2.3 л,КПП автомат,,"бензин, черный, Сост жаксы коровка теппейди Кел кор машинага окпе жок званда к..."
31,10990000,"['https://kolesa-photos.kcdn.online/webp/2d/2d121ff9-4a0e-4bee-8d98-9a72ad035d62/28-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/2d/2d121ff9-4a0e-4bee-8d98-9a72ad035d62/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/2d/2d121ff9-4a0e-4bee-8d98-9a72ad035d62/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/2d/2d121ff9-4a0e-4bee-8d98-9a72ad035d62/5-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/2d/2d121ff9-4a0e-4bee-8d98-9a72ad035d62/3-160x120.jpg']",Mercedes-Benz S 350,2012,Алматы,2012 г.,Б/у седан,3.5 л,КПП автомат,,"бензин, черный, металлик, Срочная продажа! В связи с покупкой новой машины! Го..."
32,45000000,"['https://kolesa-photos.kcdn.online/webp/c1/c130f8b2-ecac-4e3b-91c1-9bb201913538/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/c1/c130f8b2-ecac-4e3b-91c1-9bb201913538/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/c1/c130f8b2-ecac-4e3b-91c1-9bb201913538/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/c1/c130f8b2-ecac-4e3b-91c1-9bb201913538/4-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/c1/c130f8b2-ecac-4e3b-91c1-9bb201913538/5-160x120.jpg']",Mercedes-Benz GLE Coupe 400,2021,Шымкент,2021 г.,Б/у кроссовер,2.9 л,КПП автомат,,"дизель, белый, Состояние новой машины) GLE 400D — расход 5-6 литров)"
33,10999999,"['https://kolesa-photos.kcdn.online/webp/11/11958bd7-6921-47d7-8871-9b4dc9eb0c60/4-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/11/11958bd7-6921-47d7-8871-9b4dc9eb0c60/3-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/11/11958bd7-6921-47d7-8871-9b4dc9eb0c60/1-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/11/11958bd7-6921-47d7-8871-9b4dc9eb0c60/2-160x120.jpg', 'https://kolesa-photos.kcdn.online/webp/11/11958bd7-6921-47d7-8871-9b4dc9eb0c60/5-160x120.jpg']",Mercedes-Benz GLA 200,2016,Астана,2016 г.,Б/у кроссовер,1.6 л,КПП робот,87 000,"бензин, черный, кожа, комбинированный, — приобретена у..."
